"año","MUNICIPIO","CÓDIGO DANE","INSTITUCION","CÓDIGO DANE SEDE","SEDE","ZONA","SECTOR","Prescolar 1","Primero","Segundo","Tercero","Cuarto","Quinto","Sexto","Séptimo","Octavo","Noveno","Décimo","Once","intr","pfc 1","pfc 2","pfc 3","pfc 4","ciclo i","ciclo ii","ciclo iii","ciclo iv","ciclo v","ciclo vi","Total IE"
"2.023","SOCHA","215757000136","I.E. MATILDE ANARAY","215757000136","I.E. MATILDE ANARAY - SEDE PRINCIPAL","RURAL","OFICIAL","4","6","7","4","10","8","21","14","24","16","8","8",,,,,,,,,,,,"130"
"2.023","SOCHA","215757000136","I.E. MATILDE ANARAY","215757000144","CENT EDUC RUR EL MORTIÑO","RURAL","OFICIAL","3","4",,"3","2","3",,,,,,,,,,,,,,,,,,"15"
"2.023","SOCHA","215757000136","I.E. MATILDE ANARAY","215757000357","ESC ALIZAL","RURAL","OFICIAL","1","2",,,,,,,,,,,,,,,,,,,,,,"3"
"2.023","SOCHA","215757000136","I.E. MATILDE ANARAY","215757000161","ESC LA LAJA","RURAL","OFICIAL","5","2","3","4","1",,,,,,,,,,,,,,,,,,,"15"
"2.023","SOCHA","215757000136","I.E. MATILDE ANARAY","215757000195","ESC RUR BISVITA","RURAL","OFICIAL","2","5","3","3","4","2",,,,,,,,,,,,,,,,,,"19"
"2.023","SOCHA","215757000136","I.E. MATILDE ANARAY","215757000306","ESC RUR SORAQUI","RURAL","OFICIAL","5","5","5","2","4","5",,,,,,,,,,,,,,,,,,"26"
"2.023","SOCHA","215757000136","I.E. MATILDE ANARAY","215757000217","ESC WAHITA","RURAL","OFICIAL",,"1",,,"1",,,,,,,,,,,,,,,,,,,"2"
"2.023","SOCHA","215757000187","I.E. LOS LIBERTADORES","215757000187","I.E. LOS LIBERTADORES - SEDE PRINCIPAL","RURAL","OFICIAL","7","2","12","4","8","7","11","11","10","5","7","3",,,,,,,,,,,,"87"
"2.023","SOCHA","215757000187","I.E. LOS LIBERTADORES","215757000098","ESC RUR HELECHAL","RURAL","OFICIAL","1","4","2","5","5","2",,,,,,,,,,,,,,,,,,"19"
"2.023","SOCHA","215757000187","I.E. LOS LIBERTADORES","215757000179","ESCU SAGRA ARRIBA","RURAL","OFICIAL","1",,"3","2","2","2",,,,,,,,,,,,,,,,,,"10"
"2.023","SOCHA","215757000187","I.E. LOS LIBERTADORES","215757000080","ESC EL ALTO","RURAL","OFICIAL",,,"1","1","2",,,,,,,,,,,,,,,,,,,"4"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"102","90","72","79","78","68",,,,,,,,,,,,"489"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","115755000029","ESC URB DE NIÑAS","URBANA","OFICIAL",,,,"18","46","34",,,,,,,,,,,,,,,,,,"98"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","115755000011","ESC URB DE VARONES","URBANA","OFICIAL","35","53","42","19",,,,,,,,,,,,,,,,,,,,"149"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000058","ESC LA MANGA","RURAL","OFICIAL","4","4","5","3","4","2","8","5","8","6",,,,,,,,,,,,,,"49"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000350","ESC FRAY LUIS","RURAL","OFICIAL","2",,"1","1",,"2",,,,,,,,,,,,,,,,,,"6"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000104","ESC LOS MORTIÑOS","RURAL","OFICIAL","1","1","1","1","2","3",,,,,,,,,,,,,,,,,,"9"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000112","ESC MAUSA","RURAL","OFICIAL","3","3",,"1","3","2",,,,,,,,,,,,,,,,,,"12"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000139","ESC EL VERDE","RURAL","OFICIAL",,"1","2","2","1","2",,,,,,,,,,,,,,,,,,"8"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000236","ESC SAN PEDRO COCHIA","RURAL","OFICIAL","4","5","5","6","9","11",,,,,,,,,,,,,,,,,,"40"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000481","ESC GUITA CUCHILLAS","RURAL","OFICIAL","1","2","2","1",,,,,,,,,,,,,,,,,,,,"6"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000279","ESC SAN PEDRO GUITA","RURAL","OFICIAL","7","7","4","5","6","5",,,,,,,,,,,,,,,,,,"34"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000252","ESC MOTAVITA","RURAL","OFICIAL","4","2","1","4","1",,,,,,,,,,,,,,,,,,,"12"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000198","ESC GUAQUIRA","RURAL","OFICIAL","4",,"1","1",,"1",,,,,,,,,,,,,,,,,,"7"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000244","ESC CHUSVITA","RURAL","OFICIAL",,"1","2","2","3",,,,,,,,,,,,,,,,,,,"8"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000457","ESC FRAILEJONAL","RURAL","OFICIAL","2",,"2","1","1","3",,,,,,,,,,,,,,,,,,"9"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000422","ESC GUARCA","RURAL","OFICIAL",,,,"2","1",,,,,,,,,,,,,,,,,,,"3"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000511","ESC EL PLAYON","RURAL","OFICIAL","3","1","3","3","1",,,,,,,,,,,,,,,,,,,"11"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000414","ESC COMAITA","RURAL","OFICIAL","3","2","3",,"1","3",,,,,,,,,,,,,,,,,,"12"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000201","ESC MORRO VARITAL","RURAL","OFICIAL","2","5","3","4","1","2",,,,,,,,,,,,,,,,,,"17"
"2.023","SOCOTA","115755000371","I.E. TECNICO FRANCISCO JOSE DE CALDAS","215755000287","ESC PUEBLO NUEVO","RURAL","OFICIAL",,"2","4","3","3",,,,,,,,,,,,,,,,,,,"12"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA - SEDE PRINCIPAL","RURAL","OFICIAL","16","17","24","14","25","19","39","33","35","21","28","28",,,,,,,,,,,,"299"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000147","ESC APOSENTOS","RURAL","OFICIAL",,"2",,"3","2","1",,,,,,,,,,,,,,,,,,"8"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000163","ESC COMEZA BAHO","RURAL","OFICIAL","5","6","12","8","5","10",,,,,,,,,,,,,,,,,,"46"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000180","ESC COSCATIVÁ JORDÁN","RURAL","OFICIAL","3","2","3","4","3","4",,,,,,,,,,,,,,,,,,"19"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000210","ESC COSCATIVÁ TABOR","RURAL","OFICIAL","4","1","5","1","2","1",,,,,,,,,,,,,,,,,,"14"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000066","ESC LOS PINOS","RURAL","OFICIAL","1","5","4","3","3","4","5","4","6","7",,,,,,,,,,,,,,"42"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000040","ESC EL OSO","RURAL","OFICIAL","2","2","2",,"2","2","3","2","3",,"2","1",,,,,,,,,,,,"21"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000503","ESC CORRAL DE PIEDRA","RURAL","OFICIAL","1","1",,"3","2","2",,,,,,,,,,,,,,,,,,"9"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000333","ESC CHIPAVIEJO","RURAL","OFICIAL",,,,"2","2",,,,,,,,,,,,,,,,,,,"4"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000392","ESC LA ROMAZA","RURAL","OFICIAL","2","5","3","3","3","3",,,,,,,,,,,,,,,,,,"19"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000082","ESC PUEBLO VIEJO","RURAL","OFICIAL",,,,,,"2",,,,,,,,,,,,,,,,,,"2"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000121","ESC HATO COCHIA","RURAL","OFICIAL","3","3","3","5","4","4",,,,,,,,,,,,,,,,,,"22"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000091","ESC HATO PARPA","RURAL","OFICIAL","2","1","3",,"1","3",,,,,,,,,,,,,,,,,,"10"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000341","ESC LA CIMARRONA","RURAL","OFICIAL","5","1","2","3","7","2",,,,,,,,,,,,,,,,,,"20"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000261","ESC GUATATAMO","RURAL","OFICIAL","1",,"2","2","3","1",,,,,,,,,,,,,,,,,,"9"
"2.023","SOCOTA","215755000171","I.E. TECNICA JAIRO ALBARRACIN BARRERA","215755000309","ESC SAN JOSÉ DE PARPA","RURAL","OFICIAL","1","5","2","3","1","5",,,,,,,,,,,,,,,,,,"17"
"2.023","SOMONDOCO","215761000051","I.E. NORMAL SUPERIOR VALLE DE TENZA","215761000051","I.E. NORMAL SUPERIOR VALLE DE TENZA - SEDE PRINCIPAL","RURAL","OFICIAL",,"4","2","4","10","7","17","13","17","20","21","20",,"15",,"11","33",,,,,,,"194"
"2.023","SOMONDOCO","215761000051","I.E. NORMAL SUPERIOR VALLE DE TENZA","215761000094","ESC ANTONIA SANTOS","RURAL","OFICIAL","2","1",,,"2","2",,,,,,,,,,,,,,,,,,"7"
"2.023","SOMONDOCO","215761000051","I.E. NORMAL SUPERIOR VALLE DE TENZA","215761000108","ESC BOHORQUEZ","RURAL","OFICIAL","2","3",,,"1","3",,,,,,,,,,,,,,,,,,"9"
"2.023","SOMONDOCO","215761000167","I.E. TECNICA JOSE BENIGNO PERILLA","215761000167","I.E. TECNICA JOSE BENIGNO PERILLA - SEDE PRINCIPAL","URBANA","OFICIAL","10","8","7","10","5","10","28","27","20","13","22","27",,,,,,,,,,,,"187"
"2.023","SOMONDOCO","215761000167","I.E. TECNICA JOSE BENIGNO PERILLA","215761000116","ABRAHAM SANCHEZ","RURAL","OFICIAL","1","2","2","2","1","1",,,,,,,,,,,,,,,,,,"9"
"2.023","SOMONDOCO","215761000167","I.E. TECNICA JOSE BENIGNO PERILLA","215761000078","CUCUAVACA","RURAL","OFICIAL","3","2","2",,"1","2",,,,,,,,,,,,,,,,,,"10"
"2.023","SOMONDOCO","215761000167","I.E. TECNICA JOSE BENIGNO PERILLA","215761000175","SABANETAS","RURAL","OFICIAL","2","2","1",,"3","2",,,,,,,,,,,,,,,,,,"10"
"2.023","SOMONDOCO","215761000167","I.E. TECNICA JOSE BENIGNO PERILLA","215761000124","SAN SEBASTIAN ALTO","RURAL","OFICIAL","2","2","3","1","3","6",,,,,,,,,,,,,,,,,,"17"
"2.023","SORA","315762000076","I.E. DE SORA","315762000076","I.E. DE SORA - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"46","45","56","43","43","43",,,,,,,,,,,,"276"
"2.023","SORA","315762000076","I.E. DE SORA","115762000051","CONC URB MIXTA DE SORA","URBANA","OFICIAL","30","24","28","26","22","24",,,,,,,,,,,,,,,,,,"154"
"2.023","SORA","315762000076","I.E. DE SORA","215762000021","ESC EL SALITRE","RURAL","OFICIAL","6","7","5","2","4",,,,,,,,,,,,,,,,,,,"24"
"2.023","SORA","315762000076","I.E. DE SORA","215762000110","ESC DE PIEDRA GORDA","RURAL","OFICIAL","1","1","5",,"1","2",,,,,,,,,,,,,,,,,,"10"
"2.023","SORA","315762000076","I.E. DE SORA","215762000080","ESC EL CHUSCAL","RURAL","OFICIAL",,,"3","1","2","5",,,,,,,,,,,,,,,,,,"11"
"2.023","SORA","315762000076","I.E. DE SORA","215762000039","ESC PORTOBELO","RURAL","OFICIAL","2","1","2","4","3",,,,,,,,,,,,,,,,,,,"12"
"2.023","SORA","315762000076","I.E. DE SORA","215762000063","ESC PITA Y CHONE","RURAL","OFICIAL","4","8",,"2","3","3",,,,,,,,,,,,,,,,,,"20"
"2.023","SORA","315762000076","I.E. DE SORA","215762000101","ESC QUEBRADA-HONDA","RURAL","OFICIAL",,"2","2","1","1",,,,,,,,,,,,,,,,,,,"6"
"2.023","SORA","315762000076","I.E. DE SORA","215762000098","ESC TAUSAMENA","RURAL","OFICIAL","2","8","6","6","5","6",,,,,,,,,,,,,,,,,,"33"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","115764000082","I.E. SIMON BOLIVAR - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"132","133","104","123","118","99",,,,,,,,"29","24","3","24","789"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","215764000109","ESC OTRO LADO","RURAL","OFICIAL","1","3","4","2","27","27",,,,,,,,,,,,,,,,,,"64"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","215764000141","ESC QUEBRADA GRANDE","RURAL","OFICIAL",,"2","4","8","28","28",,,,,,,,,,,,,,,,,,"70"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","215764000028","ESC CRUZ BLANCA","RURAL","OFICIAL","3","8","3","8","2","6","9","9","4","3",,,,,,,,,,,,,,"55"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","215764000052","ESC EL ROSAL","RURAL","OFICIAL","3","2",,"3","3","3",,,,,,,,,,,,,,,,,,"14"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","215764000036","ESC RURAL QUEBRADA VIEJA","RURAL","OFICIAL","11","13","14","8","16","7",,,,,,,,,,,,,,,,,,"69"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","215764000125","ESC EL SALITRE","RURAL","OFICIAL","4","3","6","7","4","4",,,,,,,,,,,,,,,,,,"28"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","215764000044","ESC RURAL ROMINGUIRA","RURAL","OFICIAL","5","10","7","8","13","10",,,,,,,,,,,,,,,,,,"53"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","215764000133","ESC RURAL ALTO NEGRO","RURAL","OFICIAL","5","11","5","4","8","4",,,,,,,,,,,,,,,,,,"37"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","215764000117","ESUELA RURAL CHAINE","RURAL","OFICIAL","14","10","13","10","11","13",,,,,,,,,,,,,,,,,,"71"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","215764000079","CENT EDUC PUENTE HAMACA","RURAL","OFICIAL","2","2","2","1","4","3",,,,,,,,,,,,,,,,,,"14"
"2.023","SORACA","115764000082","I.E. SIMON BOLIVAR","115764800039","SEDE PRIMARIA URBANA","URBANA","OFICIAL","50","57","46","43","25",,,,,,,,,,,,,,,,,,,"221"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","115763000291","I.E. TECNICA PABLO VI - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"100","78","91","56","57","66",,,,,,,,"10","7","7","4","476"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","115763000046","CON FELIPE PEREZ","URBANA","OFICIAL","24","54","26","28","42","32",,,,,,,,,,,,,,,,,,"206"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000148","CENT EDUC CATOBA","RURAL","OFICIAL","4","2","4","3","2",,,,,,,,,,,,,,,,,,,"15"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000288","CENT EDUC LLANO GRANDE","RURAL","OFICIAL","6","4","3","14","2","3",,,,,,,,,,,,,,,,,,"32"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000113","CENT EDUC AVENDAÑOS","RURAL","OFICIAL","2","4","7","2","2","7",,,,,,,,,,,,,,,,,,"24"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000181","CENT EDUC AMEZQUITAS","RURAL","OFICIAL","1","4","3","4","2","5",,,,,,,,,,,,,,,,,,"19"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000083","CENT EDUC ANGOSTURA","RURAL","OFICIAL","2","2","3","1",,"4",,,,,,,,,,,,,,,,,,"12"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000211","CENT EDUC BOSIGAS SUR","RURAL","OFICIAL",,"1","3","1","1","1",,,,,,,,,,,,,,,,,,"7"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000300","SEDE CARRIZAL BAJO","RURAL","OFICIAL","3","1","3","3","3",,,,,,,,,,,,,,,,,,,"13"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000326","CENT EDUC CEDRO","RURAL","OFICIAL","2","1","1",,"5","6",,,,,,,,,,,,,,,,,,"15"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000334","CENT EDUC CORTADERA CHIQUITA","RURAL","OFICIAL","4","3","6","3","4","2",,,,,,,,,,,,,,,,,,"22"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000172","CENT EDUC CORTADERA GRANDE","RURAL","OFICIAL","8","7","4","4","2","1",,,,,,,,,,,,,,,,,,"26"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000202","CENT EDUC MORAL","RURAL","OFICIAL","5","9","4","1","7","5",,,,,,,,,,,,,,,,,,"31"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763000156","CENT EDUC SALITRE","RURAL","OFICIAL","6","8","4","9","8","3",,,,,,,,,,,,,,,,,,"38"
"2.023","SOTAQUIRA","115763000291","I.E. TECNICA PABLO VI","215763800004","SEDE CARRIZAL ALTO","RURAL","OFICIAL","1","3","4",,"1",,,,,,,,,,,,,,,,,,,"9"
"2.023","SOTAQUIRA","215763000075","I.E. ADOLFO MARIA JIMENEZ","215763000075","I.E. ADOLFO MARIA JIMENEZ - SEDE PRINCIPAL","RURAL","OFICIAL","22","24","18","17","21","24","33","43","42","25","28","27",,,,,,,,,,,,"324"
"2.023","SOTAQUIRA","215763000075","I.E. ADOLFO MARIA JIMENEZ","215763000318","ESC JAIME RIAÑO CANO","RURAL","OFICIAL","4","2","3","1","3","1",,,,,,,,,,,,,,,,,,"14"
"2.023","SOTAQUIRA","215763000075","I.E. ADOLFO MARIA JIMENEZ","215763000105","ESC SOCONSUCA DE BLANCOS","RURAL","OFICIAL","1","5","1","5","2","2",,,,,,,,,,,,,,,,,,"16"
"2.023","SOTAQUIRA","215763000075","I.E. ADOLFO MARIA JIMENEZ","215763000130","CENT EDUC BOSIGAS CENTRO","RURAL","OFICIAL","5","4","5","2","5","4",,,,,,,,,,,,,,,,,,"25"
"2.023","SOTAQUIRA","215763000075","I.E. ADOLFO MARIA JIMENEZ","215763000164","CENT EDUC OCUSA","RURAL","OFICIAL","2","2","2",,"3","3",,,,,,,,,,,,,,,,,,"12"
"2.023","SOTAQUIRA","215763000075","I.E. ADOLFO MARIA JIMENEZ","215763000067","CENT EDUC JOSE JOAQUIN CASTRO MARTINEZ","RURAL","OFICIAL","4","1","1","2","3","3",,,,,,,,,,,,,,,,,,"14"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"22","24","25","20","25","23",,,,,,,,,,,,"139"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","115774000013","CONC URB MIXTA","URBANA","OFICIAL","4","7","7","6","8","5",,,,,,,,,,,,,,,,,,"37"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","215774000051","CENT EDUC RURAL CARDONAL","RURAL","OFICIAL","4","4","2","2","3","2",,,,,,,,,,,,,,,,,,"17"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","215774000131","CENTRO EDUCATIVO EL HATO","RURAL","OFICIAL","1","2",,"1","2","2",,,,,,,,,,,,,,,,,,"8"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","215774000166","CENT EDUC RUR EL TOBAL","RURAL","OFICIAL",,"1",,"2","2",,,,,,,,,,,,,,,,,,,"5"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","215774000158","CENT ED RUR SIAPORA","RURAL","OFICIAL",,,"1","1",,,"2","1","1","2",,,,,,,,,,,,,,"8"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","215774000140","CEN ED RUR GUANTIVA NORTE","RURAL","OFICIAL",,,,"1","1","3",,,,,,,,,,,,,,,,,,"5"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","215774000093","CENT EDUCATIVO DESAGUADERO","RURAL","OFICIAL","5","3","4","7","3","8","6","2","4","7","8",,,,,,,,,,,,,"57"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","215774000204","CEN EDUC RURAL SANTA ROSITA","RURAL","OFICIAL",,"1",,"3","1","2",,,,,,,,,,,,,,,,,,"7"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","215774000077","ESC RURAL GUAYACANAL","RURAL","OFICIAL",,"1","2",,,"5",,,,,,,,,,,,,,,,,,"8"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","215774000191","CENTRO EDUCATIVO LOS VALLES","RURAL","OFICIAL",,,,,"1","3",,,,,,,,,,,,,,,,,,"4"
"2.023","SUSACON","115774000021","I.E. NUESTRA SEÑORA DEL CARMEN","215774000069","CEN ED RUR EL SALITRE","RURAL","OFICIAL","4","2","3",,"2","2",,,,,,,,,,,,,,,,,,"13"
"2.023","SUTAMARCHAN","215776000091","I.E. PEDREGAL ALTO","215776000091","I.E. PEDREGAL ALTO - SEDE PRINCIPAL","RURAL","OFICIAL","5","5","4","1","8","7","20","23","13","22","19","20",,,,,,,,,,,,"147"
"2.023","SUTAMARCHAN","215776000091","I.E. PEDREGAL ALTO","215776000180","ESC ERMITAÑO","RURAL","OFICIAL","1","1",,,"2","4",,,,,,,,,,,,,,,,,,"8"
"2.023","SUTAMARCHAN","215776000091","I.E. PEDREGAL ALTO","215776000384","ESC LA ESPERANZA","RURAL","OFICIAL","2","1","5","3","2","1",,,,,,,,,,,,,,,,,,"14"
"2.023","SUTAMARCHAN","215776000091","I.E. PEDREGAL ALTO","215776000112","ESC RESGUARDO","RURAL","OFICIAL","3","1",,"1","2","1",,,,,,,,,,,,,,,,,,"8"
"2.023","SUTAMARCHAN","215776000091","I.E. PEDREGAL ALTO","215776000376","ESC EL CEDRO","RURAL","OFICIAL","3","5","6","4","1","6",,,,,,,,,,,,,,,,,,"25"
"2.023","SUTAMARCHAN","315776000133","I.E. HECTOR JULIO GOMEZ","315776000133","I.E. HECTOR JULIO GOMEZ - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"64","68","48","59","40","39",,,,,,,,,,,,"318"
"2.023","SUTAMARCHAN","315776000133","I.E. HECTOR JULIO GOMEZ","215776000392","CARRIZAL","RURAL","OFICIAL","1","3","2","1",,"1",,,,,,,,,,,,,,,,,,"8"
"2.023","SUTAMARCHAN","315776000133","I.E. HECTOR JULIO GOMEZ","215776000058","ESC ROA","RURAL","OFICIAL","8","4","5","8","3",,,,,,,,,,,,,,,,,,,"28"
"2.023","SUTAMARCHAN","315776000133","I.E. HECTOR JULIO GOMEZ","215776000121","APOSENTOS","RURAL","OFICIAL",,"2","2",,"5","2",,,,,,,,,,,,,,,,,,"11"
"2.023","SUTAMARCHAN","315776000133","I.E. HECTOR JULIO GOMEZ","215776000104","VALLE ECCEHOMO","RURAL","OFICIAL","1",,"1","4","2","1",,,,,,,,,,,,,,,,,,"9"
"2.023","SUTAMARCHAN","315776000133","I.E. HECTOR JULIO GOMEZ","215776000171","CENT EDUC CAÑON ALTO","RURAL","OFICIAL",,"2","1","3","1","2",,,,,,,,,,,,,,,,,,"9"
"2.023","SUTAMARCHAN","315776000133","I.E. HECTOR JULIO GOMEZ","215776000350","ESC CAÑON BAJO","RURAL","OFICIAL","10","2","6","3","2","1",,,,,,,,,,,,,,,,,,"24"
"2.023","SUTAMARCHAN","315776000133","I.E. HECTOR JULIO GOMEZ","215776000082","ESC VOLCAN","RURAL","OFICIAL","3","1","3",,"3",,,,,,,,,,,,,,,,,,,"10"
"2.023","SUTAMARCHAN","315776000133","I.E. HECTOR JULIO GOMEZ","115776000011","CONCENTRACION KENNEDY","URBANA","OFICIAL","46","55","46","39","42","41",,,,,,,,,,,,,,,,,,"269"
"2.023","SUTATENZA","215778000047","I.E. LOS NARANJOS","215778000047","I.E. LOS NARANJOS - SEDE PRINCIPAL","RURAL","OFICIAL","2","4","1","4","3","4","10","9","19","10","13","11",,,,,,,,,,,,"90"
"2.023","SUTATENZA","215778000047","I.E. LOS NARANJOS","215778000039","CENT EDUC GUAMO","RURAL","OFICIAL","3","1","2","1","2",,,,,,,,,,,,,,,,,,,"9"
"2.023","SUTATENZA","215778000047","I.E. LOS NARANJOS","215778000179","ESC SAN JOSE","RURAL","OFICIAL","4","1",,"1","2","1",,,,,,,,,,,,,,,,,,"9"
"2.023","SUTATENZA","215778000047","I.E. LOS NARANJOS","215778000098","ESC IRZON","RURAL","OFICIAL","2","4","4",,"1","2",,,,,,,,,,,,,,,,,,"13"
"2.023","SUTATENZA","215778000047","I.E. LOS NARANJOS","215778000136","ESC SIGUIQUE GUAYABAL","RURAL","OFICIAL","2","2","2","1","2","1",,,,,,,,,,,,,,,,,,"10"
"2.023","SUTATENZA","215778000047","I.E. LOS NARANJOS","215778000144","ESC SIGUIQUE CENTRO","RURAL","OFICIAL","1","1","2","1","2","1",,,,,,,,,,,,,,,,,,"8"
"2.023","SUTATENZA","215778000047","I.E. LOS NARANJOS","215778000152","ESC SIGUIQUE ARBOL","RURAL","OFICIAL","3","4","4","3","2","2",,,,,,,,,,,,,,,,,,"18"
"2.023","SUTATENZA","315778000181","I.E. TECNICA SAN BARTOLOME","315778000181","I.E. TECNICA SAN BARTOLOME - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"15","23","24","20","18","18",,,,,,,,,,,,"118"
